_id,NO,名称,名称_カナ,住所,方書,緯度,経度,標高,電話番号,内線番号,市区町村コード,都道府県名,市区町村名,災害種別_洪水,災害種別_崖崩れ、土石流及び地滑り,災害種別_高潮,災害種別_地震,災害種別_津波,災害種別_大規模な火事,災害種別_内水氾濫,災害種別_火山現象,指定避難所との重複,想定収容人数,対象となる町会・自治会,URL,備考
93,,屋部区津波避難目標地点（国道449号線）,ヤブクツナミヒナンモクヒョウチテン（コクドウ449ゴウセン）,沖縄県名護市,国道449号,26.36209,127.57219,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
94,,山入端区津波目標地点１,ヤマノハクツナミモクヒョウチテン１,沖縄県名護市,砂田原線,26.36224,127.56119,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
95,,山入端区津波避難目標地点２,ヤマノハクツナミヒナンモクヒョウチテン２,沖縄県名護市,上原線,26.36414,127.56118,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
96,,安和区津波避難目標地点,アワクツナミヒナンモクヒョウチテン,沖縄県名護市,,26.3636,127.55596,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
97,,琉球セメント事務所屋上,リュウキュウセメントジムショオクジョウ,沖縄県名護市安和1008,,26.620237,127.922981,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
98,,部間権現の鳥居　,ブーマコンゲンノトリイ　,沖縄県名護市安和２６４０,,26.606867,127.901306,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
99,,中山公民館,ナカヤマコウミンカン,沖縄県名護市中山１２９,,26.628656,127.967476,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
100,,饒平名区一時避難場所,ヨヘナクイチジヒナンバショ,沖縄県名護市饒平名1243－1,,26.660213,128.007507,,,,472093,沖縄県,名護市,,,,,,,,,,,,,
1,1,与那原町交流センターひざし,ヨナバルチョウコウリュウセンター　ヒザシ,沖縄県与那原町字与那原3090-2,,26.200232,127.753494,,,,473481,沖縄県,与那原町,1,1,1,1,1,1,,,,,,,
2,2,与那原町コミュニティーセンター,ヨナルチョウコミュニティーセンター,沖縄県与那原町字与那原712,,26.203819,127.755676,,,,473481,沖縄県,与那原町,,1,,1,,1,,,,,,,
3,3,与那原町社会福祉協議会,ヨナバルチョウシャカイフクシキョウギカイ,沖縄県与那原町字上原16-2,,26.199156,127.751305,,,,473481,沖縄県,与那原町,1,1,1,1,1,1,,,,,,,
4,4,与那原町立 あかぎ児童館,ヨナバルチョウリツアカギジドウカン,沖縄県与那原町字与那原912,,26.206688,127.755455,,,,473481,沖縄県,与那原町,,1,,1,,1,,,,,,,
5,5,与那原町観光交流施設,ヨナバルチョウカンコウコウリュウシセツ,沖縄県与那原町字与那原3179,,26.204723,127.751228,,,,473481,沖縄県,与那原町,1,1,1,1,1,1,,,,,,,
6,6,上ノ森公園,ウエノモリコウエン,沖縄県与那原町与那原3179,,26.204723,127.751228,,,,473481,沖縄県,与那原町,1,1,1,1,1,1,,,,,,,
7,7,与原公園,ヨウバルコウエン,沖縄県与那原町与那原897,,26.207174,127.755066,,,,473481,沖縄県,与那原町,,,1,1,1,1,,,,,,,
8,8,与那古浜公園,ヨナコハマコウエン,沖縄県与那原町東浜77,,26.206249,127.76162,,,,473481,沖縄県,与那原町,,1,,1,,1,,,,,,,
