_id,都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,名称_英語,文化財分類,種類,場所名称,住所,方書,緯度,経度,電話番号,内線番号,員数（数）,員数（単位）,法人番号,所有者等,文化財指定日,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,画像,画像_ライセンス,概要,概要_英語,説明,説明_英語,URL,備考
7,473278,7,沖縄県,北中城村,龕屋,ガンヤー,,,県指定有形民俗文化財,建造物,,沖縄県中頭郡北中城村喜舎場763,,26.304804,127.790337,,,,,,喜舎場区,1995-06-16,,,,,,,龕を納めた施設,,龕屋は龕（棺を墓まで運ぶ朱塗りの輿）を納める建造物で、喜舎場の龕屋は幅3.4ｍ、高さ1.9ｍ、奥行き4.4ｍで石材には琉球石灰岩が用いられている。,,,
8,473278,8,沖縄県,北中城村,喜舎場の石獅子,キシャバノイシジシ,,,県指定有形民俗文化財,建造物,,沖縄県中頭郡北中城村喜舎場192,,26.305475,127.795227,,,1,基,,喜舎場区,1995-06-16,,,,,,,石造の獅子,,長さ102cm、高さ59cm、幅45cm琉球石灰岩製の石獅子。もとは集落の南西側に置かれていたが、昭和58年8月に現在地に移設している。,,,
9,473278,9,沖縄県,北中城村,荻道のヒージャーガー,オギドウノヒージャーガー,,,県指定有形民俗文化財,建造物,,沖縄県中頭郡北中城村荻道26,,26.293034,127.798653,,,,,,荻道区,2010-03-16,,,,,,,集落井戸,,荻道集落の中心部に所在する井泉。井戸の石積みや樋、石敷き、周囲の土留めの石積みがよく残っている。,,,
10,473278,10,沖縄県,北中城村,赤木名節,アカキナブシ,,,村指定無形民俗文化財,芸能,島袋公民館内,沖縄県中頭郡北中城村島袋102,,26.319866,127.799263,,,,,,字島袋民俗芸方保存会,2002-12-12,,,,,,,舞踊,,琉球王府時代から伝承されてきたと伝えられる舞で、振りは一番から四番まで異なり空手の型の連続で、二人組で同じ型で踊る二才踊りである。,,,
11,473278,11,沖縄県,北中城村,南島,フェーヌシマ,,,村指定無形民俗文化財,芸能,熱田公民館内,沖縄県中頭郡北中城村熱田68ｰ1,,26.296082,127.807625,,,,,,熱田フェーヌシマ保存会,1980-03-18,,,,,,,舞踊,,棒踊りと手踊りからなる踊りで、三線でうたわれる歌の歌意は不明である。熱田では美里間切知花から伝わり、津堅島の棒の型を取り入れて独特な踊りに作りあげたと伝えられる。,,,
12,473278,12,沖縄県,北中城村,棒術,ボウジュツ,,,村指定無形民俗文化財,芸能,喜舎場公民館内,沖縄県中頭郡北中城村喜舎場75,,26.303583,127.794365,,,,,,字喜舎場民俗芸能補損壊,1982-03-18,,,,,,,棒術,,棒術は、二人一組となった組棒で、ドラ、ホラ貝、太鼓のリズムに合わせて型を演じる。,,,
13,473278,13,沖縄県,北中城村,獅子舞い,シシマイ,,,村指定無形民俗文化財,芸能,喜舎場公民館内,沖縄県中頭郡北中城村喜舎場75,,26.303583,127.794365,,,,,,字喜舎場民俗芸能補損壊,1982-03-18,,,,,,,獅子舞い,,獅子の胴体に二人の男が入り、三線、太鼓、ドラに合わせて演じられる。喜舎場では旧盆のウークイの日に、厄払いや集落の発展を祈願して演じられる。,,,
14,473278,14,沖縄県,北中城村,中城若松の墓,ナカグスクワカマツノハカ,,,村指定史跡,建造物,,沖縄県中頭郡北中城村安谷屋1447,,26.297413,127.788025,,,,,,個人,1982-03-18,,,,,,,石造の墓,,中城若松は、玉城朝薫作の組踊「執心鐘入」の主人公のモデルとなった人物といわれる。墓は、安谷屋集落の後方にあり、岩の前に切石を積んで囲んだ墓庭がある。,,,
15,473278,15,沖縄県,北中城村,渡口の印部土手石（ハル石）,トグチノシルベドテイシ（ハルイシ）,,,村指定史跡,建造物,,沖縄県中頭郡北中城村渡口7,,26.304625,127.809425,,,1,基,,渡口区,1997-10-01,,,,,,,近世の図根点,,印部土手石は、琉球王府が元文検地（1737～50年）の際に使用した図根点である。渡口の印部土手石は、細粒砂岩製で「とくち原　ニ」と刻まれている。,,,
16,473278,16,沖縄県,北中城村,ナスの御嶽,ナスノウタキ,,,村指定史跡,建造物,,沖縄県中頭郡北中城村仲順169,,26.306524,127.797157,,,,,,仲順区,1995-06-16,,,,,,,拝所,,仲順集落の北側に位置する御嶽で、岩の上には舜天・舜馬順熈・義本の三王を葬ったとされる墓がある。,,,
17,473278,17,沖縄県,北中城村,喜舎場のウフカー,キシャバノウフカー,,,村指定史跡,建造物,,沖縄県中頭郡北中城村喜舎場81,,26.303272,127.794106,,,,,,喜舎場区,2004-08-05,,,,,,,集落井戸,,喜舎場集落が南側に広がってからのンブガー（産井戸）で、敷地の面積が村内で最も大きく、井戸や周囲の石積み、階段などがよく残っている。,,,
18,473278,18,沖縄県,北中城村,大城のイリヌカー,オオグスクノイリヌカー,,,村指定史跡,建造物,,沖縄県中頭郡北中城村大城141ｰ1,,26.290113,127.800117,,,,,,大城区,2004-08-05,,,,,,,集落井戸,,大城集落の西側に位置する井泉で、水を溜めるための池や石敷き、周囲の土留め石積みがよく残っている。北側には琉球石灰岩を掘った隧道も残る。,,,
1,472093,,沖縄県,名護市,名護のひんぷんガジュマル,ナゴノヒンプンガジュマル,,,天然記念物,その他,,沖縄県名護市名護299,他,26.610247,127.984612,,,,,,,1997-09-02,,,,,,,,,,,,
2,472093,,沖縄県,名護市,カラスバト,カラスバト,,,天然記念物,その他,,沖縄県名護市：地域を定めず,,26.591555,127.97747,,,,,,,1970-11-12,,,,,,,,,,,,
3,472093,,沖縄県,名護市,オカヤドカリ,オカヤドカリ,,,天然記念物,その他,,沖縄県名護市：地域を定めず,,26.591555,127.97747,,,,,,,1970-11-12,,,,,,,,,,,,
4,472093,,沖縄県,名護市,ケナガネズミ,ケナガネズミ,,,天然記念物,その他,,沖縄県名護市：地域を定めず,,26.591555,127.97747,,,,,,,1972-05-15,,,,,,,,,,,,
5,472093,,沖縄県,名護市,オキナワトゲネズミ,オキナワトゲネズミ,,,天然記念物,その他,,沖縄県名護市：地域を定めず,,26.591555,127.97747,,,,,,,1972-05-15,,,,,,,,,,,,
6,472093,,沖縄県,名護市,アカヒゲ,アカヒゲ,,,天然記念物,その他,,沖縄県名護市：地域を定めず,,26.591555,127.97747,,,,,,,1972-05-15,,,,,,,,,,,,
7,472093,,沖縄県,名護市,ジュゴン,ジュゴン,,,天然記念物,その他,,沖縄県名護市：地域を定めず,,26.591555,127.97747,,,,,,,1972-05-15,,,,,,,,,,,,
8,472093,,沖縄県,名護市,リュウキュウヤマガメ,リュウキュウヤマガメ,,,天然記念物,その他,,沖縄県名護市：地域を定めず,,26.591555,127.97747,,,,,,,1975-06-26,,,,,,,,,,,,
9,472093,,沖縄県,名護市,ノグチゲラ,ノグチゲラ,,,天然記念物,その他,,沖縄県名護市：地域を定めず,,26.591555,127.97747,,,,,,,1977-03-15,,,,,,,,,,,,
10,472093,,沖縄県,名護市,ヤンバルクイナ,ヤンバルクイナ,,,天然記念物,その他,,沖縄県名護市：地域を定めず,,26.591555,127.97747,,,,,,,1982-12-18,,,,,,,,,,,,
11,472093,,沖縄県,名護市,名護市嘉陽層の褶曲,ナゴシカヨウソウノシュウキョク,,,天然記念物,その他,,沖縄県名護市天仁屋825ｰ22,他,26.577972,128.117935,,,,,,,2012-09-19,,,,,,,,,,,,
12,472093,,沖縄県,名護市,津嘉山酒造所施設,ツカザンシュゾウショシセツ,,,重要文化財,建造物,,沖縄県名護市大中1ｰ14ｰ6,,26.5914928,127.9810194,,,,,,,2009-06-30,,,,,,,,,,,,
13,472093,,沖縄県,名護市,旧国頭農学校玄関(一棟),キュウクニガミノウガッコウゲンカン（イットウ）,,,登録有形文化財,建造物,,沖縄県名護市宇茂佐13,,26.5951041,127.9600895,,,,,,,2006-08-03,,,,,,,,,,,,
14,472093,,沖縄県,名護市,操り獅子,アヤツリシシ,,,記録作成等の措置を講ずべき無形の民俗文化財,芸能,,沖縄県名護市川上区,,26.618202,128.022232,,,,,,,2004-02-06,,,,,,,,,,,,
15,472093,,沖縄県,名護市,嘉津宇岳安和岳八重岳自然保護区,カツウダケアワダケヤエダケシゼンホゴク,,,県指定天然記念物,その他,,沖縄県名護市勝山・安和,・本部町,26.623922,127.936607,,,,,,,1972-03-14,,,,,,,,,,,,
16,472093,,沖縄県,名護市,宮里前の御嶽のハスノハギリ林,ミヤザトメーノウタキノハスノハギリバヤシ,,,県指定天然記念物,その他,,沖縄県名護市宮里１,,26.5947885,127.9704489,,,,,,,1973-03-19,,,,,,,,,,,,
17,472093,,沖縄県,名護市,名護番所跡のフクギ群,バゴバンショアトノフクギグン,,,県指定天然記念物,その他,,沖縄県名護市東江1ｰ８ｰ11,,26.5861724,127.9847308,,,,,,,1974-03-18,,,,,,,,,,,,
18,472093,,沖縄県,名護市,コノハチョウ,コノハチョウ,,,県指定天然記念物,その他,,沖縄県名護市：地域を定めず,,26.591555,127.97747,,,,,,,1969-08-26,,,,,,,,,,,,
19,472093,,沖縄県,名護市,フタオチョウ,フタオチョウ,,,県指定天然記念物,その他,,沖縄県名護市：地域を定めず,,26.591555,127.97747,,,,,,,1969-08-26,,,,,,,,,,,,
20,472093,,沖縄県,名護市,クロイワトカゲモドキ,クロイワトカゲモドキ,,,県指定天然記念物,その他,,沖縄県名護市：地域を定めず,,26.591555,127.97747,,,,,,,1978-11-09,,,,,,,,,,,,
21,472093,,沖縄県,名護市,イボイモリ,イボイモリ,,,県指定天然記念物,その他,,沖縄県名護市：地域を定めず,,26.591555,127.97747,,,,,,,1978-11-09,,,,,,,,,,,,
22,472093,,沖縄県,名護市,イシカワガエル,イシカワガエル,,,県指定天然記念物,その他,,沖縄県名護市：地域を定めず,,26.591555,127.97747,,,,,,,1985-03-29,,,,,,,,,,,,
23,472093,,沖縄県,名護市,ナミエガエル,ナミエガエル,,,県指定天然記念物,その他,,沖縄県名護市：地域を定めず,,26.591555,127.97747,,,,,,,1985-03-29,,,,,,,,,,,,
24,472093,,沖縄県,名護市,ホルストガエル,ホルストガエル,,,県指定天然記念物,その他,,沖縄県名護市：地域を定めず,,26.591555,127.97747,,,,,,,1985-03-29,,,,,,,,,,,,
25,472093,,沖縄県,名護市,アマミヤマシギ,アマミヤマシギ,,,県指定天然記念物,その他,,沖縄県名護市：地域を定めず,,26.591555,127.97747,,,,,,,1994-02-04,,,,,,,,,,,,
26,472093,,沖縄県,名護市,運天原サバヤ貝塚,ウンテンバルサバヤカイヅカ,,,県指定史跡,その他,,沖縄県名護市運天原437,他,26.670431,128.001312,,,,,,,1956-10-19,,,,,,,,,,,,
27,472093,,沖縄県,名護市,改決羽地川碑記,カイケツハネジガワヒキ,,,県指定史跡,その他,,沖縄県名護市田井等426,他,26.600531,128.023651,,,,,,,1969-08-26,,,,,,,,,,,,
28,472093,,沖縄県,名護市,古我知焼窯跡,コガチヤキガマアト,,,県指定史跡,その他,,沖縄県名護市古我知499,他,26.626181,127.983269,,,,,,,1972-05-12,,,,,,,,,,,,
29,472093,,沖縄県,名護市,轟の滝,トドロキノタキ,,,県指定名勝,その他,,沖縄県名護市数久田轟木原,,26.556204,127.987427,,,,,,,1956-02-22,,,,,,,,,,,,
30,472093,,沖縄県,名護市,屋部の久護家,ヤブノクゴケ,,,県指定登録有形文化財,建造物,,沖縄県名護市屋部175,,26.602922,127.954834,,,,,,,1973-03-19,,,,,,,,,,,,
31,472093,,沖縄県,名護市,三府龍脉碑,サンプリュウミャクヒ,,,県指定登録有形文化財,その他,,沖縄県名護市東江1-8ｰ11,名護博物館,26.5861805,127.9847558,(0980)53-1342,,,,,,1991-01-16,,,,,,,,,,,,
32,472093,,沖縄県,名護市,我部祖河の高倉,ガブソカノタカクラ,,,県指定重要有形民俗文化財,建造物,,沖縄県名護市我部祖河109,,26.621799,128.000763,,,,,,,1967-04-11,,,,,,,,,,,,
33,472093,,沖縄県,名護市,安和のくばのうたき,アワノクバノウタキ,,,県指定重要有形民俗文化財,その他,,沖縄県名護市安和488,他,26.614853,127.916855,,,,,,,1973-07-30,,,,,,,,,,,,
34,472093,,沖縄県,名護市,屋部の八月踊り,ヤブノハチガツオドリ,,,県指定重要有形民俗文化財,芸能,,沖縄県名護市屋部区,,26.609001,127.950233,,,,,,,1988-01-12,,,,,,,,,,,,
35,472093,,沖縄県,名護市,済井出のアコウ,スミイデノアコウ,,,市指定天然記念物,その他,,沖縄県名護市済井出18ｰ1,,26.66942,128.015091,,,,,,,1973-06-15,,,,,,,,,,,,
36,472093,,沖縄県,名護市,東江のミフクラギ,アガリエノミフクラギ,,,市指定天然記念物,その他,,沖縄県名護市東江3ｰ158,、159-1,26.58209,127.987511,,,,,,,1973-06-15,,,,,,,,,,,,
37,472093,,沖縄県,名護市,屋部小学校のデイゴ,ヤブショウガッコウノデイゴ,,,市指定天然記念物,その他,,沖縄県名護市屋部47,,26.601177,127.953712,,,,,,,1973-06-15,,,,,,,,,,,,
38,472093,,沖縄県,名護市,許田のウバメガシ,キョダノウバメガシ,,,市指定天然記念物,その他,,沖縄県名護市許田122,,26.540749,127.979507,,,,,,,1973-11-27,,,,,,,,,,,,
39,472093,,沖縄県,名護市,底仁屋の御神松,テニヤノゴシンマツ,,,市指定天然記念物,その他,,沖縄県名護市天仁屋,,26.577972,128.117935,,,,,,,1975-09-03,,,,,,,,,,,,
40,472093,,沖縄県,名護市,屋我地小学校のアコウ,ヤガジショウガッコウノアコウ,,,市指定天然記念物,その他,,沖縄県名護市饒平名159,,26.654305,128.007828,,,,,,,1979-03-24,,,,,,,,,,,,
41,472093,,沖縄県,名護市,大湿帯のオキナワウラジロガシ,オオシッタイノオキナワウラジロガシ,,,市指定天然記念物,その他,,沖縄県名護市源河2534ｰ1,,26.616926,128.074051,,,,,,,1983-03-23,,,,,,,,,,,,
42,472093,,沖縄県,名護市,大浦のマングローブ林,オオウラノマングローブバヤシ,,,市指定天然記念物,その他,,沖縄県名護市大浦418ｰ1,、418ｰ2,26.562912,128.040619,,,,,,,1995-10-20,,,,,,,,,,,,
43,472093,,沖縄県,名護市,真喜屋のサガリバナ,マキヤノサガリバナ,,,市指定天然記念物,その他,,沖縄県名護市真喜屋,,26.615919,128.047897,,,,,,,1998-02-20,,,,,,,,,,,,
44,472093,,沖縄県,名護市,仲尾次アシャギ庭のヤブツバキ群生,ナカオジアシャギミャーノヤブツバキグンセイ,,,市指定天然記念物,その他,,沖縄県名護市仲尾次406,,26.62328,128.025955,,,,,,,2004-01-28,,,,,,,,,,,,
45,472093,,沖縄県,名護市,安部拝所のガジマル,アブハイショノガジマル,,,市指定天然記念物,その他,,沖縄県名護市安部7,125ｰ3,26.54546,128.087204,,,,,,,2004-01-28,,,,,,,,,,,,
46,472093,,沖縄県,名護市,大浦アサギ庭のガジマル,オオウラアサギミャーノガジマル,,,市指定天然記念物,その他,,沖縄県名護市大浦144,,26.562912,128.040619,,,,,,,2006-02-15,,,,,,,,,,,,
47,472093,,沖縄県,名護市,大浦のイチョウ,オオウラノイチョウ,,,市指定史跡,その他,,沖縄県名護市大浦131,,26.554384,128.042419,,,,,,,2006-02-15,,,,,,,,,,,,
48,472093,,沖縄県,名護市,瀬喜田小学校のセンダン,セキダショウガッコウノセンダン,,,市指定天然記念物,その他,,沖縄県名護市幸喜4番地1,,26.538301,127.952713,,,,,,,2006-06-07,,,,,,,,,,,,
49,472093,,沖縄県,名護市,川上の蔡温松,カワカミノサイオンマツ,,,市指定天然記念物,その他,,沖縄県名護市川上168,,26.618202,128.022232,,,,,,,2012-10-01,,,,,,,,,,,,
50,472093,,沖縄県,名護市,屋我のコバテイシ並木,ヤガノコバテイシナミキ,,,市指定天然記念物,その他,,沖縄県名護市屋我３７ｰ３,他,26.651749,128.031036,,,,,,,2013-06-04,,,,,,,,,,,,
51,472093,,沖縄県,名護市,オキナワコキクガシラコウモリ,オキナワコキクガシラコウモリ,,,市指定天然記念物,その他,,沖縄県名護市：地域を定めず,,26.591555,127.97747,,,,,,,1992-03-01,,,,,,,,,,,,
52,472093,,沖縄県,名護市,許田の手水,キョダノテミジ,,,市指定史跡,建造物,,沖縄県名護市許田122,,26.540749,127.979507,,,,,,,1973-11-27,,,,,,,,,,,,
53,472093,,沖縄県,名護市,ウランダー墓,ウランダーバカ,,,市指定史跡,建造物,,沖縄県名護市運天原848,,26.670431,128.001312,,,,,,,1983-03-23,,,,,,,,,,,,
54,472093,,沖縄県,名護市,瀬嵩さんたち原のハル石,セダケサンタチバルノハルイシ,,,市指定史跡,その他,,沖縄県名護市瀬嵩403,,26.568281,128.056885,,,,,,,1983-03-23,,,,,,,,,,,,
55,472093,,沖縄県,名護市,古我知うちはら原のハル石,コガチウチハラバルノハルイシ,,,市指定史跡,その他,,沖縄県名護市古我知345,,26.626181,127.983269,,,,,,,1992-03-01,,,,,,,,,,,,
56,472093,,沖縄県,名護市,幸地又かうち原のハル石　ウ,コウチマタカウチバルノハルイシ　ウ,,,市指定史跡,その他,,沖縄県名護市名護2130,2131番地,26.586657,127.995552,,,,,,,2007-08-17,,,,,,,,,,,,
57,472093,,沖縄県,名護市,久志間切番所ガー,クシマギリバンジュガー,,,市指定史跡,その他,,沖縄県名護市瀬嵩173ｰ2,,26.5502115,128.0471358,,,,,,,2011-03-18,,,,,,,,,,,,
58,472093,,沖縄県,名護市,我部の塩田跡,ガブノエンデンアト,,,市指定史跡,その他,,沖縄県名護市我部６９７,地先,26.661095,128.00061,,,,,,,2013-06-04,,,,,,,,,,,,
59,472093,,沖縄県,名護市,幸地又かうち原のハル石　ぬ,コウチマタカウチバルノハルイシ　ヌ,,,市指定史跡,その他,,沖縄県名護市名護幸地原5829,,26.610247,127.984612,,,,,,,2018-12-28,,,,,,,,,,,,
60,472093,,沖縄県,名護市,天仁屋バンサチの火立跡,テニヤバンサチノホダチアト,,市指定史跡・名勝,市指定史跡・名勝,その他,,沖縄県名護市天仁屋865ｰ1,,26.577972,128.117935,,,,,,,1990-07-01,,,,,,,,,,,,
61,472093,,沖縄県,名護市,源河ウェーキ,ゲンガウェーキ,,,市指定登録有形文化財,建造物,,沖縄県名護市源河213,、214番地,26.613892,128.076813,,,,,,,2000-12-22,,,,,,,,,,,,
62,472093,,沖縄県,名護市,安和の石橋,アワノイシバシ,,,市指定登録有形文化財,建造物,,沖縄県名護市安和156-2,地先,26.6112282,127.9278804,,,,,,,2014-09-11,,,,,,,,,,,,
63,472093,,沖縄県,名護市,「琉球嶌真景」絵巻,「リュウキュウトウシンケイ」エマキ,,,市指定登録有形文化財,その他,,沖縄県名護市東江1-8ｰ11,名護博物館,26.5861805,127.9847558,(0980)53-1342,,,,,,1992-11-01,,,,,,,,,,,,
64,472093,,沖縄県,名護市,名護小学校の「のぞみの像」,ナゴショウガッコウノ「ノゾミノゾウ」,,,市指定登録有形文化財,美術工芸品,,沖縄県名護市大西2ｰ2-22 ,名護小学校,26.5937755,127.980292,,,,,,,2016-09-05,,,,,,,,,,,,
65,472093,,沖縄県,名護市,古我知焼黒釉耳付壺,コガチヤキコクユウミミツキツボ,,,市指定登録有形文化財,美術工芸品,,沖縄県名護市東江1-8ｰ11,名護博物館,26.5861805,127.9847558,(0980)53-1342,,,,,,1992-12-01,,,,,,,,,,,,
66,472093,,沖縄県,名護市,古我知焼焼締小型水甕,コガチヤキヤキシメコガタミズガメ,,,市指定登録有形文化財,美術工芸品,,沖縄県名護市東江1-8ｰ11,名護博物館,26.5861805,127.9847558,(0980)53-1342,,,,,,1992-12-01,,,,,,,,,,,,
67,472093,,沖縄県,名護市,古我知焼壺型飴釉厨子甕,コガチヤキツボガタアメユウズシガメ,,,市指定登録有形文化財,美術工芸品,,沖縄県名護市東江1-8ｰ11,名護博物館,26.5861805,127.9847558,(0980)53-1342,,,,,,1992-12-01,,,,,,,,,,,,
68,472093,,沖縄県,名護市,古我知焼壺型黒釉厨子甕(登録924),コガチヤキツボガタコクユウズシガメ(トウロク924),,,市指定登録有形文化財,美術工芸品,,沖縄県名護市東江1-8ｰ11,名護博物館,26.5861805,127.9847558,(0980)53-1342,,,,,,1992-12-01,,,,,,,,,,,,
69,472093,,沖縄県,名護市,古我知焼壺型黒釉厨子甕(登録2504,コガチヤキツボガタコクユウズシガメ(トウロク2504),,,市指定登録有形文化財,美術工芸品,,沖縄県名護市東江1-8ｰ11,名護博物館,26.5861805,127.9847558,(0980)53-1342,,,,,,1992-12-01,,,,,,,,,,,,
70,472093,,沖縄県,名護市,古我知焼壺型黒釉厨子甕(登録4739-2),コガチヤキツボガタコクユウズシガメ(トウロク4739-2),,,市指定登録有形文化財,美術工芸品,,沖縄県名護市東江1-8ｰ11,名護博物館,26.5861805,127.9847558,(0980)53-1342,,,,,,1992-12-01,,,,,,,,,,,,
71,472093,,沖縄県,名護市,古我知焼壺型クワディーサー釉厨子甕,コガチヤキツボガタクワディーサーユウズシガメ,,,市指定登録有形文化財,美術工芸品,,沖縄県名護市東江1-8ｰ11,名護博物館,26.5861805,127.9847558,(0980)53-1342,,,,,,1992-12-01,,,,,,,,,,,,
72,472093,,沖縄県,名護市,壷屋焼焼締四耳蓋付壺,ツボヤヤキヤキシメヨツミミフタツキツボ,,,市指定登録有形文化財,美術工芸品,,沖縄県名護市東江1-8ｰ11,名護博物館,26.5861805,127.9847558,(0980)53-1342,,,,,,1992-12-01,,,,,,,,,,,,
73,472093,,沖縄県,名護市,古我知焼水盤,コガチヤキスイバン,,,市指定登録有形文化財,美術工芸品,,沖縄県名護市東江1-8ｰ11,名護博物館,26.5861805,127.9847558,(0980)53-1342,,,,,,2012-10-01,,,,,,,,,,,,
74,472093,,沖縄県,名護市,程順則書軸,テイジュンソクショジク,,,市指定登録有形文化財,その他,,沖縄県名護市東江1-8ｰ11,名護博物館,26.5861805,127.9847558,(0980)53-1342,,,,,,1992-11-01,,,,,,,,,,,,
75,472093,,沖縄県,名護市,我部祖河仲ノ屋文書,ガブソカナカノヤブンショウ,,,市指定登録有形文化財,その他,,沖縄県名護市我部祖河109,,26.6219587,127.999168,,,,,,,1983-03-23,,,,,,,,,,,,
76,472093,,沖縄県,名護市,山本川恒の民話,ヤマモトセンコウノミンワ,,,市指定登録有形文化財,その他,,沖縄県名護市：地域を定めず,,26.591555,127.97747,,,,,,,2003-08-28,,,,,,,,,,,,
77,472093,,沖縄県,名護市,久志の観音堂,クシノカンノンドウ,,,市指定重要有形民俗文化財,建造物,,沖縄県名護市久志369,,26.5151977,128.0097978,,,,,,,1987-07-15,,,,,,,,,,,,
78,472093,,沖縄県,名護市,我部の葬具一式,ガブノソウグイッシキ,,,市指定重要有形民俗文化財,その他,,沖縄県名護市東江1-8ｰ11,名護博物館,26.5861805,127.9847558,(0980)53-1342,,,,,,1992-11-01,,,,,,,,,,,,
79,472093,,沖縄県,名護市,ピトゥ狩猟具,ピトゥシュリョウグ,,,市指定重要有形民俗文化財,その他,,沖縄県名護市東江1-8ｰ11,名護博物館,26.5861805,127.9847558,(0980)53-1342,,,,,,1992-11-01,,,,,,,,,,,,
80,472093,,沖縄県,名護市,謝名城の高倉,ジャナグスクノタカクラ,,,市指定重要有形民俗文化財,建造物,,沖縄県名護市東江1-8ｰ11,名護博物館,26.5861805,127.9847558,(0980)53-1342,,,,,,1992-11-01,,,,,,,,,,,,
81,472093,,沖縄県,名護市,名護博物館収蔵のハル石,ナゴハクブツカンシュウゾウノハルイシ,,,市指定重要有形民俗文化財,その他,,沖縄県名護市東江1-8ｰ11,名護博物館,26.5861805,127.9847558,(0980)53-1342,,,,,,1992-11-01,,,,,,,,,,,,
82,472093,,沖縄県,名護市,名護博物館収蔵のハル石,ナゴハクブツカンシュウゾウノハルイシ,,,市指定重要有形民俗文化財,その他,,沖縄県名護市東江1-8ｰ11,名護博物館,26.5861805,127.9847558,(0980)53-1342,,,,,,2014-03-31,,,,,,,,,,,,
83,472093,,沖縄県,名護市,天仁屋ウッカーヌビジュル,テニヤウッカーヌビジュル,,,市指定重要有形民俗文化財,その他,,沖縄県名護市天仁屋288,、311番地とその間の河川,26.577972,128.117935,,,,,,,2007-08-17,,,,,,,,,,,,
84,472093,,沖縄県,名護市,源河の長者の大主,ゲンガノチョウジャノオオヌシ,,,市指定重要有形民俗文化財,その他,,沖縄県名護市源河区,,26.613892,128.076813,,,,,,,2000-12-22,,,,,,,,,,,,
85,472093,,沖縄県,名護市,安和のウシデーク,アワノウシデーク,,,市指定重要有形民俗文化財,その他,,沖縄県名護市安和区,,26.614853,127.916855,,,,,,,2000-12-22,,,,,,,,,,,,
86,472093,,沖縄県,名護市,幸喜の柳,コウキノヤナギ,,,市指定重要有形民俗文化財,その他,,沖縄県名護市幸喜区,,26.532351,127.95919,,,,,,,2001-12-27,,,,,,,,,,,,
